(21.6278,47.5116)
(21.6281,47.5216)
(21.6282,47.5421)
(21.6282,47.5562)
(21.6283,47.542)
(21.6284,47.5208)
(21.6285,47.5292)
(21.6285,47.5144)
(21.6286,47.556)
(21.6286,47.5213)
(21.6287,47.5218)
(21.6287,47.5295)
(21.6288,47.5211)
(21.6292,47.5037)
(21.6292,47.5036)
(21.6292,47.5145)
(21.6295,47.5157)
(21.6296,47.5333)
(21.6298,47.549)
(21.6299,47.5089)
(21.63,47.5171)
(21.6301,47.5613)
(21.6302,47.5091)
(21.6303,47.5063)
(21.6303,47.5321)
(21.6305,47.5609)
(21.6305,47.5073)
(21.6305,47.5568)
(21.6305,47.5642)
(21.6306,47.5742)
(21.6306,47.5786)
(21.6306,47.5031)
(21.6307,47.5867)
(21.6307,47.5647)
(21.6307,47.5742)
(21.6307,47.5615)
(21.6307,47.5567)
(21.6307,47.5783)
(21.6308,47.533)
(21.6308,47.5867)
(21.6308,47.5641)
(21.6308,47.5043)
(21.6311,47.5486)
(21.6311,47.4992)
(21.6312,47.5179)
(21.6315,47.5307)
(21.6315,47.5292)
(21.6315,47.5167)
(21.6318,47.5402)
(21.6321,47.528)
(21.6322,47.5444)
(21.6325,47.5398)
(21.6329,47.5273)
(21.6331,47.5133)
(21.6331,47.5302)
(21.6332,47.5449)
(21.6334,47.513)
(21.6337,47.5183)
(21.634,47.5154)
(21.6341,47.5348)
(21.6341,47.535)
(21.6342,47.5183)
(21.6352,47.5144)
(21.6355,47.5241)
(21.6356,47.5071)
(21.636,47.5484)
(21.6363,47.4964)
(21.6367,47.5274)
(21.6367,47.5486)
(21.6368,47.503)
(21.6368,47.5261)
(21.6371,47.5365)
(21.6372,47.4996)
(21.6373,47.5133)
(21.6373,47.5369)
(21.6382,47.5301)
(21.6384,47.5263)
(21.6384,47.528)
(21.6384,47.5124)
(21.6384,47.5097)
(21.6386,47.5288)
(21.6387,47.5388)
(21.6389,47.5469)
(21.6391,47.539)
(21.6394,47.5176)
(21.6394,47.5332)
(21.6397,47.5174)
(21.6399,47.5089)
(21.64,47.5316)
(21.6401,47.5297)
(21.6404,47.5483)
(21.6406,47.5309)
(21.6409,47.5413)
(21.6411,47.542)
(21.6413,47.5362)
(21.6414,47.5944)
(21.6414,47.5364)
(21.6416,47.5946)
(21.642,47.5104)
(21.642,47.5075)
(21.6422,47.545)
(21.6426,47.5317)
(21.6428,47.5318)
(21.6429,47.517)
(21.6429,47.5105)
(21.6432,47.5096)
(21.6433,47.5444)
(21.6433,47.5448)
(21.6437,47.5064)
(21.644,47.5469)
(21.6441,47.5586)
(21.6441,47.5352)
(21.6441,47.5349)
(21.6444,47.5134)
(21.6444,47.5577)
(21.6445,47.5137)
(21.645,47.5238)
(21.6453,47.5235)
(21.6456,47.5965)
(21.6459,47.5166)
(21.6459,47.5446)
(21.646,47.505)
(21.646,47.5484)
(21.6463,47.5159)
(21.6463,47.5353)
(21.6465,47.5447)
(21.6468,47.5491)
(21.6468,47.5044)
(21.6477,47.5351)
(21.6487,47.5538)
(21.649,47.5523)
(21.649,47.5021)
(21.6491,47.5223)
(21.6493,47.5009)
(21.6493,47.5523)
(21.6493,47.529)
(21.6495,47.4979)
(21.6496,47.5065)
(21.6497,47.5063)
(21.6497,47.4977)
(21.6506,47.5288)
(21.6507,47.5217)
(21.6509,47.5066)
(21.6512,47.5068)
(21.6521,47.5466)
(21.6527,47.5339)
(21.653,47.5456)
(21.6533,47.5367)
(21.6534,47.5469)
(21.6534,47.5213)
(21.6534,47.4959)
(21.6535,47.534)
(21.6536,47.5291)
(21.6536,47.5045)
(21.6537,47.5374)
(21.6538,47.4958)
(21.6539,47.5421)
(21.6543,47.5415)
(21.6547,47.5039)
(21.6551,47.5207)
(21.6552,47.5289)
(21.6556,47.5148)
(21.6559,47.5478)
(21.6561,47.496)
(21.6564,47.5149)
(21.657,47.5153)
(21.657,47.5476)
(21.6571,47.5151)
(21.6571,47.496)
(21.658,47.52)
(21.658,47.5484)
(21.6581,47.5183)
(21.6584,47.5436)
(21.6587,47.5189)
(21.6587,47.5431)
(21.6591,47.5509)
(21.6592,47.5018)
(21.6595,47.5295)
(21.6596,47.5534)
(21.6596,47.5398)
(21.6597,47.5387)
(21.6597,47.5251)
(21.6598,47.5248)
(21.6598,47.5556)
(21.6602,47.5288)
(21.6602,47.5332)
(21.6602,47.5342)
(21.6604,47.5012)
(21.6604,47.5496)
(21.6606,47.5305)
(21.6608,47.5496)
(21.6617,47.5298)
(21.6621,47.4968)
(21.6629,47.5279)
(21.6629,47.5001)
(21.6636,47.5271)
(21.6639,47.4995)
(21.6642,47.5127)
(21.6642,47.5123)
(21.6644,47.5532)
(21.6646,47.5125)
(21.6646,47.5528)
(21.6653,47.5301)
(21.6655,47.5135)
(21.6655,47.5134)
(21.6655,47.5501)
(21.6657,47.5534)
(21.6668,47.5301)
(21.6668,47.55)
(21.6678,47.517)
(21.6678,47.497)
(21.6678,47.4978)
(21.6688,47.5184)
(21.6692,47.497)
(21.6694,47.5247)
(21.6699,47.5107)
(21.6702,47.5243)
(21.6708,47.5103)
(21.6711,47.5222)
(21.6712,47.5344)
(21.6713,47.5404)
(21.6713,47.531)
(21.6713,47.5417)
(21.6713,47.5458)
(21.6714,47.5353)
(21.6714,47.5224)
(21.6714,47.5393)
(21.6714,47.5422)
(21.6715,47.5498)
(21.6715,47.547)
(21.6715,47.5497)
(21.672,47.5581)
(21.6723,47.5305)
(21.6723,47.5583)
(21.6724,47.4922)
(21.6727,47.4923)
(21.6745,47.5224)
(21.6746,47.5311)
(21.6747,47.5887)
(21.6752,47.522)
(21.6755,47.5626)
(21.676,47.5712)
(21.6762,47.5629)
(21.6766,47.5679)
(21.6772,47.5308)
(21.6775,47.5087)
(21.6776,47.5086)
(21.6777,47.5309)
(21.6783,47.5655)
(21.6785,47.5924)
(21.6798,47.5202)
(21.6806,47.5198)
(21.6815,47.531)
(21.6819,47.5312)
(21.6827,47.5079)
(21.6829,47.5078)
(21.6831,47.5916)
(21.6854,47.5314)
(21.6855,47.5671)
(21.6859,47.5176)
(21.6861,47.5313)
(21.6864,47.5854)
(21.6865,47.5837)
(21.6866,47.5172)
(21.6867,47.5809)
(21.6871,47.5879)
(21.6871,47.5764)
(21.6873,47.5732)
(21.6876,47.5905)
(21.6888,47.5064)
(21.689,47.5059)
(21.6905,47.5317)
(21.6909,47.5039)
(21.6909,47.5036)
(21.691,47.5154)
(21.6921,47.5317)
(21.6937,47.5006)
(21.6938,47.5004)
(21.697,47.4974)
(21.6973,47.4971)
(21.7034,47.5311)
(21.7037,47.5312)
(21.7042,47.4947)
(21.7045,47.4942)
(21.7096,47.5302)
(21.7117,47.4851)
(21.7118,47.4853)
(21.7206,47.4781)
(21.721,47.4778)
(21.7214,47.529)
(21.7219,47.5288)
(21.7305,47.4726)
(21.7312,47.4722)
(21.738,47.527)
(21.738,47.5271)
(21.7446,47.4646)
(21.7448,47.4644)
(21.7503,47.4614)
(21.7506,47.4611)
(21.7552,47.4587)
(21.7575,47.525)
(21.758,47.5248)
(21.7745,47.5257)
(21.7755,47.5257)
(21.7982,47.5273)
(21.7993,47.5273)
(21.8146,47.5285)
(21.8156,47.5285)
(21.8243,47.5287)
